| n | Iterative C | Recursive C | Dynamic Programming  C | Iterative P | Recursive P | Dynamic Programming  P |
| 672  | 0.00226  |    -     | 0.00200  |0.03961  |    -     | 0.04012  |
| 673  | 0.00219  |    -     | 0.00210  |0.04001  |    -     | 0.03993  |
| 674  | 0.00202  |    -     | 0.00190  |0.03991  |    -     | 0.04011  |
| 675  | 0.00208  |    -     | 0.00190  |0.04000  |    -     | 0.04011  |
| 676  | 0.00205  |    -     | 0.00193  |0.03997  |    -     | 0.04043  |
| 677  | 0.00207  |    -     | 0.00193  |0.03989  |    -     | 0.04012  |
| 678  | 0.00226  |    -     | 0.00210  |0.03401  |    -     | 0.03918  |
| 679  | 0.00215  |    -     | 0.00204  |0.03952  |    -     | 0.04031  |
| 680  | 0.00214  |    -     | 0.00194  |0.03909  |    -     | 0.03712  |
| 681  | 0.00217  |    -     | 0.00207  |0.03988  |    -     | 0.03906  |
| 682  | 0.00211  |    -     | 0.00199  |0.03751  |    -     | 0.03746  |
| 683  | 0.00208  |    -     | 0.00191  |0.03760  |    -     | 0.03747  |
| 684  | 0.00209  |    -     | 0.00190  |0.03981  |    -     | 0.04039  |
| 685  | 0.00211  |    -     | 0.00208  |0.04004  |    -     | 0.04025  |
| 686  | 0.00215  |    -     | 0.00236  |0.03974  |    -     | 0.03995  |
| 687  | 0.00206  |    -     | 0.00190  |0.03962  |    -     | 0.04022  |
| 688  | 0.00200  |    -     | 0.00190  |0.03958  |    -     | 0.04008  |
| 689  | 0.00206  |    -     | 0.00192  |0.03954  |    -     | 0.03789  |
| 690  | 0.00202  |    -     | 0.00205  |0.03987  |    -     | 0.03970  |
| 691  | 0.00202  |    -     | 0.00188  |0.03997  |    -     | 0.03586  |
| 692  | 0.00218  |    -     | 0.00192  |0.04013  |    -     | 0.04021  |
| 693  | 0.00210  |    -     | 0.00190  |0.03652  |    -     | 0.03987  |
| 694  | 0.00205  |    -     | 0.00193  |0.04012  |    -     | 0.04032  |
| 695  | 0.00212  |    -     | 0.00191  |0.03999  |    -     | 0.03853  |
| 696  | 0.00209  |    -     | 0.00189  |0.03994  |    -     | 0.03782  |
| 697  | 0.00209  |    -     | 0.00190  |0.03952  |    -     | 0.03959  |
| 698  | 0.00211  |    -     | 0.00190  |0.03986  |    -     | 0.03964  |
| 699  | 0.00211  |    -     | 0.00192  |0.03962  |    -     | 0.03990  |
| 700  | 0.00214  |    -     | 0.00191  |0.03814  |    -     | 0.03825  |
| 701  | 0.00208  |    -     | 0.00189  |0.03966  |    -     | 0.03981  |
| 702  | 0.00205  |    -     | 0.00192  |0.03958  |    -     | 0.03976  |
| 703  | 0.00207  |    -     | 0.00212  |0.03925  |    -     | 0.03937  |
| 704  | 0.00210  |    -     | 0.00191  |0.03955  |    -     | 0.04010  |
| 705  | 0.00206  |    -     | 0.00188  |0.03959  |    -     | 0.03985  |
| 706  | 0.00212  |    -     | 0.00193  |0.03890  |    -     | 0.03978  |
| 707  | 0.00207  |    -     | 0.00189  |0.03955  |    -     | 0.04022  |
| 708  | 0.00210  |    -     | 0.00190  |0.03959  |    -     | 0.04012  |
| 709  | 0.00208  |    -     | 0.00190  |0.03957  |    -     | 0.04009  |
| 710  | 0.00207  |    -     | 0.00189  |0.03958  |    -     | 0.04003  |
| 711  | 0.00202  |    -     | 0.00189  |0.03790  |    -     | 0.04020  |
| 712  | 0.00220  |    -     | 0.00194  |0.04010  |    -     | 0.03973  |
| 713  | 0.00204  |    -     | 0.00189  |0.03960  |    -     | 0.03981  |
| 714  | 0.00205  |    -     | 0.00188  |0.03955  |    -     | 0.03971  |
| 715  | 0.00217  |    -     | 0.00198  |0.03971  |    -     | 0.03981  |
| 716  | 0.00239  |    -     | 0.00231  |0.03976  |    -     | 0.03984  |
| 717  | 0.00212  |    -     | 0.00194  |0.03995  |    -     | 0.03965  |
| 718  | 0.00207  |    -     | 0.00192  |0.03959  |    -     | 0.03979  |
| 719  | 0.00204  |    -     | 0.00190  |0.03961  |    -     | 0.03979  |
| 720  | 0.00204  |    -     | 0.00190  |0.03958  |    -     | 0.03973  |
| 721  | 0.00202  |    -     | 0.00190  |0.03996  |    -     | 0.03831  |
| 722  | 0.00211  |    -     | 0.00177  |0.04019  |    -     | 0.04020  |
| 723  | 0.00208  |    -     | 0.00193  |0.03997  |    -     | 0.03983  |
| 724  | 0.00210  |    -     | 0.00195  |0.03956  |    -     | 0.04012  |
| 725  | 0.00214  |    -     | 0.00191  |0.03957  |    -     | 0.03977  |
| 726  | 0.00207  |    -     | 0.00201  |0.04006  |    -     | 0.03977  |
| 727  | 0.00204  |    -     | 0.00191  |0.03856  |    -     | 0.03621  |
| 728  | 0.00226  |    -     | 0.00194  |0.03991  |    -     | 0.04019  |
| 729  | 0.00206  |    -     | 0.00191  |0.03997  |    -     | 0.04008  |
| 730  | 0.00205  |    -     | 0.00192  |0.04000  |    -     | 0.04003  |
| 731  | 0.00207  |    -     | 0.00189  |0.03874  |    -     | 0.03980  |
| 732  | 0.00204  |    -     | 0.00189  |0.03957  |    -     | 0.04007  |
| 733  | 0.00207  |    -     | 0.00190  |0.03951  |    -     | 0.03981  |
| 734  | 0.00202  |    -     | 0.00187  |0.03917  |    -     | 0.04013  |
| 735  | 0.00207  |    -     | 0.00191  |0.03958  |    -     | 0.04045  |
| 736  | 0.00207  |    -     | 0.00189  |0.03958  |    -     | 0.03944  |
| 737  | 0.00204  |    -     | 0.00189  |0.03997  |    -     | 0.03822  |
| 738  | 0.00209  |    -     | 0.00187  |0.03984  |    -     | 0.04014  |
| 739  | 0.00206  |    -     | 0.00192  |0.03651  |    -     | 0.03694  |
| 740  | 0.00212  |    -     | 0.00195  |0.03718  |    -     | 0.04008  |
| 741  | 0.00207  |    -     | 0.00191  |0.04001  |    -     | 0.04002  |
| 742  | 0.00202  |    -     | 0.00189  |0.03605  |    -     | 0.03975  |
| 743  | 0.00209  |    -     | 0.00190  |0.03965  |    -     | 0.03979  |
| 744  | 0.00217  |    -     | 0.00193  |0.03901  |    -     | 0.03587  |
| 745  | 0.00217  |    -     | 0.00193  |0.03872  |    -     | 0.03674  |
| 746  | 0.00220  |    -     | 0.00201  |0.03871  |    -     | 0.04015  |
| 747  | 0.00212  |    -     | 0.00198  |0.03808  |    -     | 0.03981  |
| 748  | 0.00211  |    -     | 0.00199  |0.03891  |    -     | 0.03916  |
| 749  | 0.00211  |    -     | 0.00192  |0.03919  |    -     | 0.03657  |
| 750  | 0.00215  |    -     | 0.00186  |0.03934  |    -     | 0.03895  |
| 751  | 0.00217  |    -     | 0.00195  |0.03593  |    -     | 0.03920  |
| 752  | 0.00223  |    -     | 0.00205  |0.03957  |    -     | 0.03950  |
| 753  | 0.00215  |    -     | 0.00189  |0.03888  |    -     | 0.03793  |
| 754  | 0.00207  |    -     | 0.00186  |0.03999  |    -     | 0.03749  |
| 755  | 0.00207  |    -     | 0.00191  |0.04005  |    -     | 0.04372  |
| 756  | 0.00312  |    -     | 0.00269  |0.04079  |    -     | 0.03990  |
| 757  | 0.00206  |    -     | 0.00189  |0.03996  |    -     | 0.03978  |
| 758  | 0.00206  |    -     | 0.00190  |0.03934  |    -     | 0.03975  |
| 759  | 0.00208  |    -     | 0.00191  |0.03961  |    -     | 0.03969  |
| 760  | 0.00204  |    -     | 0.00192  |0.03915  |    -     | 0.04007  |
| 761  | 0.00201  |    -     | 0.00189  |0.03964  |    -     | 0.04023  |
| 762  | 0.00204  |    -     | 0.00189  |0.03965  |    -     | 0.03887  |
| 763  | 0.00249  |    -     | 0.00220  |0.04019  |    -     | 0.03581  |
| 764  | 0.00215  |    -     | 0.00214  |0.03913  |    -     | 0.04054  |
| 765  | 0.00224  |    -     | 0.00217  |0.03965  |    -     | 0.04024  |
| 766  | 0.00230  |    -     | 0.00206  |0.04006  |    -     | 0.03991  |
| 767  | 0.00216  |    -     | 0.00193  |0.03944  |    -     | 0.04048  |
| 768  | 0.00227  |    -     | 0.00194  |0.03900  |    -     | 0.03992  |
| 769  | 0.00213  |    -     | 0.00187  |0.03959  |    -     | 0.03963  |
| 770  | 0.00217  |    -     | 0.00192  |0.03996  |    -     | 0.03629  |
| 771  | 0.00210  |    -     | 0.00189  |0.04007  |    -     | 0.04026  |
| 772  | 0.00205  |    -     | 0.00212  |0.04004  |    -     | 0.03994  |
| 773  | 0.00213  |    -     | 0.00285  |0.03977  |    -     | 0.04042  |
| 774  | 0.00230  |    -     | 0.00198  |0.07464  |    -     | 0.04044  |
| 775  | 0.00212  |    -     | 0.00193  |0.03983  |    -     | 0.03985  |
| 776  | 0.00219  |    -     | 0.00211  |0.03981  |    -     | 0.04036  |
| 777  | 0.00211  |    -     | 0.00194  |0.03999  |    -     | 0.03842  |
| 778  | 0.00212  |    -     | 0.00190  |0.03696  |    -     | 0.03760  |
| 779  | 0.00206  |    -     | 0.00192  |0.03942  |    -     | 0.04018  |
| 780  | 0.00205  |    -     | 0.00193  |0.04002  |    -     | 0.03998  |
| 781  | 0.00226  |    -     | 0.00194  |0.04018  |    -     | 0.03974  |
| 782  | 0.00215  |    -     | 0.00192  |0.03664  |    -     | 0.03931  |
| 783  | 0.00229  |    -     | 0.00192  |0.03549  |    -     | 0.03990  |
| 784  | 0.00213  |    -     | 0.00192  |0.03961  |    -     | 0.04011  |
| 785  | 0.00201  |    -     | 0.00189  |0.03960  |    -     | 0.04020  |
| 786  | 0.00209  |    -     | 0.00195  |0.03954  |    -     | 0.03924  |
| 787  | 0.00211  |    -     | 0.00187  |0.04018  |    -     | 0.04001  |
| 788  | 0.00209  |    -     | 0.00188  |0.03978  |    -     | 0.03700  |
| 789  | 0.00224  |    -     | 0.00199  |0.03822  |    -     | 0.04022  |
| 790  | 0.00207  |    -     | 0.00189  |0.03688  |    -     | 0.03780  |
| 791  | 0.00225  |    -     | 0.00232  |0.04097  |    -     | 0.03823  |
| 792  | 0.00222  |    -     | 0.00215  |0.04050  |    -     | 0.03947  |
| 793  | 0.00212  |    -     | 0.00200  |0.03739  |    -     | 0.03999  |
| 794  | 0.00224  |    -     | 0.00174  |0.04065  |    -     | 0.03876  |
| 795  | 0.00237  |    -     | 0.00216  |0.03744  |    -     | 0.04037  |
| 796  | 0.00212  |    -     | 0.00187  |0.03810  |    -     | 0.03695  |
| 797  | 0.00216  |    -     | 0.00190  |0.03997  |    -     | 0.04004  |
| 798  | 0.00206  |    -     | 0.00189  |0.03988  |    -     | 0.03980  |
| 799  | 0.00217  |    -     | 0.00219  |0.03991  |    -     | 0.03829  |
| 800  | 0.00218  |    -     | 0.00196  |0.04019  |    -     | 0.03909  |
| 801  | 0.00214  |    -     | 0.00195  |0.03917  |    -     | 0.03990  |
| 802  | 0.00218  |    -     | 0.00192  |0.03781  |    -     | 0.03758  |
| 803  | 0.00201  |    -     | 0.00192  |0.03926  |    -     | 0.03820  |
| 804  | 0.00217  |    -     | 0.00194  |0.03884  |    -     | 0.04042  |
| 805  | 0.00209  |    -     | 0.00208  |0.04001  |    -     | 0.04004  |
| 806  | 0.00213  |    -     | 0.00208  |0.04012  |    -     | 0.04008  |
| 807  | 0.00223  |    -     | 0.00218  |0.03984  |    -     | 0.03745  |
| 808  | 0.00241  |    -     | 0.00211  |0.03725  |    -     | 0.04029  |
| 809  | 0.00232  |    -     | 0.00320  |0.04807  |    -     | 0.04107  |
| 810  | 0.00224  |    -     | 0.00199  |0.03668  |    -     | 0.03776  |
| 811  | 0.00215  |    -     | 0.00208  |0.03956  |    -     | 0.04001  |
| 812  | 0.00220  |    -     | 0.00208  |0.03809  |    -     | 0.04012  |
| 813  | 0.00219  |    -     | 0.00218  |0.03532  |    -     | 0.03985  |
| 814  | 0.00208  |    -     | 0.00187  |0.03784  |    -     | 0.04478  |
| 815  | 0.00261  |    -     | 0.00209  |0.03955  |    -     | 0.03817  |
| 816  | 0.00215  |    -     | 0.00190  |0.04009  |    -     | 0.03828  |
| 817  | 0.00228  |    -     | 0.00194  |0.04015  |    -     | 0.03860  |
| 818  | 0.00213  |    -     | 0.00226  |0.04305  |    -     | 0.03939  |
| 819  | 0.00223  |    -     | 0.00201  |0.03902  |    -     | 0.03993  |
| 820  | 0.00206  |    -     | 0.00207  |0.03904  |    -     | 0.03999  |
| 821  | 0.00241  |    -     | 0.00218  |0.03987  |    -     | 0.03992  |
| 822  | 0.00213  |    -     | 0.00190  |0.03996  |    -     | 0.03927  |
| 823  | 0.00204  |    -     | 0.00202  |0.03959  |    -     | 0.04024  |
| 824  | 0.00209  |    -     | 0.00194  |0.03977  |    -     | 0.03688  |
| 825  | 0.00241  |    -     | 0.00211  |0.03835  |    -     | 0.03892  |
| 826  | 0.00217  |    -     | 0.00220  |0.03878  |    -     | 0.04024  |
| 827  | 0.00226  |    -     | 0.00198  |0.03983  |    -     | 0.04044  |
| 828  | 0.00233  |    -     | 0.00206  |0.04005  |    -     | 0.04010  |
| 829  | 0.00214  |    -     | 0.00210  |0.03853  |    -     | 0.03634  |
| 830  | 0.00224  |    -     | 0.00199  |0.03740  |    -     | 0.03748  |
| 831  | 0.00218  |    -     | 0.00238  |0.03750  |    -     | 0.03932  |
| 832  | 0.00221  |    -     | 0.00207  |0.03832  |    -     | 0.03823  |
| 833  | 0.00203  |    -     | 0.00193  |0.03767  |    -     | 0.03791  |
| 834  | 0.00213  |    -     | 0.00191  |0.03763  |    -     | 0.04030  |
| 835  | 0.00212  |    -     | 0.00199  |0.03910  |    -     | 0.04014  |
| 836  | 0.00210  |    -     | 0.00186  |0.03951  |    -     | 0.03997  |
| 837  | 0.00215  |    -     | 0.00195  |0.03918  |    -     | 0.04001  |
| 838  | 0.00216  |    -     | 0.00193  |0.03668  |    -     | 0.03977  |
| 839  | 0.00206  |    -     | 0.00189  |0.03958  |    -     | 0.03859  |
| 840  | 0.00204  |    -     | 0.00191  |0.04001  |    -     | 0.03768  |
| 841  | 0.00205  |    -     | 0.00188  |0.03962  |    -     | 0.03983  |
| 842  | 0.00206  |    -     | 0.00215  |0.03907  |    -     | 0.03988  |
| 843  | 0.00214  |    -     | 0.00215  |0.04339  |    -     | 0.04168  |
| 844  | 0.00228  |    -     | 0.00199  |0.03931  |    -     | 0.04040  |
| 845  | 0.00738  |    -     | 0.00318  |0.04041  |    -     | 0.04027  |
| 846  | 0.00206  |    -     | 0.00191  |0.03830  |    -     | 0.03988  |
| 847  | 0.00204  |    -     | 0.00207  |0.03986  |    -     | 0.03625  |
| 848  | 0.00208  |    -     | 0.00189  |0.03982  |    -     | 0.07539  |
| 849  | 0.00224  |    -     | 0.00206  |0.03917  |    -     | 0.04006  |
| 850  | 0.00212  |    -     | 0.00183  |0.03965  |    -     | 0.04048  |
| 851  | 0.00249  |    -     | 0.00200  |0.03679  |    -     | 0.04023  |
| 852  | 0.00186  |    -     | 0.00225  |0.03916  |    -     | 0.04027  |
| 853  | 0.00226  |    -     | 0.00195  |0.03877  |    -     | 0.04027  |
| 854  | 0.00225  |    -     | 0.00228  |0.03966  |    -     | 0.03963  |
| 855  | 0.00223  |    -     | 0.00212  |0.03979  |    -     | 0.04019  |
| 856  | 0.00210  |    -     | 0.00185  |0.04006  |    -     | 0.03891  |
| 857  | 0.00234  |    -     | 0.00241  |0.03980  |    -     | 0.03978  |
| 858  | 0.00204  |    -     | 0.00190  |0.03996  |    -     | 0.03923  |
| 859  | 0.00203  |    -     | 0.00185  |0.03726  |    -     | 0.03853  |
| 860  | 0.00203  |    -     | 0.00189  |0.04001  |    -     | 0.04006  |
| 861  | 0.00205  |    -     | 0.00188  |0.03599  |    -     | 0.04006  |
| 862  | 0.00204  |    -     | 0.00187  |0.04002  |    -     | 0.04010  |
| 863  | 0.00203  |    -     | 0.00191  |0.03959  |    -     | 0.04015  |
| 864  | 0.00204  |    -     | 0.00188  |0.04092  |    -     | 0.03770  |
| 865  | 0.00204  |    -     | 0.00190  |0.03956  |    -     | 0.03968  |
| 866  | 0.00204  |    -     | 0.00188  |0.03962  |    -     | 0.04012  |
| 867  | 0.00206  |    -     | 0.00189  |0.03905  |    -     | 0.03975  |
| 868  | 0.00200  |    -     | 0.00188  |0.03934  |    -     | 0.04019  |
| 869  | 0.00235  |    -     | 0.00210  |0.03975  |    -     | 0.04019  |
| 870  | 0.00221  |    -     | 0.00189  |0.04064  |    -     | 0.04081  |
| 871  | 0.00207  |    -     | 0.00191  |0.03993  |    -     | 0.04036  |
| 872  | 0.00204  |    -     | 0.00191  |0.04056  |    -     | 0.03977  |
| 873  | 0.00202  |    -     | 0.00188  |0.03976  |    -     | 0.04025  |
| 874  | 0.00208  |    -     | 0.00190  |0.03996  |    -     | 0.03971  |
| 875  | 0.00205  |    -     | 0.00190  |0.03960  |    -     | 0.04015  |
| 876  | 0.00206  |    -     | 0.00188  |0.03958  |    -     | 0.04011  |
| 877  | 0.00201  |    -     | 0.00188  |0.03951  |    -     | 0.03830  |
| 878  | 0.00202  |    -     | 0.00192  |0.03972  |    -     | 0.04023  |
| 879  | 0.00215  |    -     | 0.00190  |0.03958  |    -     | 0.03900  |
| 880  | 0.00211  |    -     | 0.00191  |0.03959  |    -     | 0.04006  |
| 881  | 0.00213  |    -     | 0.00197  |0.03999  |    -     | 0.03972  |
| 882  | 0.00202  |    -     | 0.00197  |0.03979  |    -     | 0.03973  |
| 883  | 0.00199  |    -     | 0.00187  |0.04067  |    -     | 0.04025  |
| 884  | 0.00204  |    -     | 0.00192  |0.03982  |    -     | 0.04015  |
| 885  | 0.00199  |    -     | 0.00186  |0.03920  |    -     | 0.03972  |
| 886  | 0.00201  |    -     | 0.00189  |0.03999  |    -     | 0.03970  |
| 887  | 0.00202  |    -     | 0.00192  |0.03959  |    -     | 0.04008  |
| 888  | 0.00203  |    -     | 0.00187  |0.03955  |    -     | 0.04013  |
| 889  | 0.00204  |    -     | 0.00188  |0.03701  |    -     | 0.03984  |
| 890  | 0.00211  |    -     | 0.00191  |0.03967  |    -     | 0.04016  |
| 891  | 0.00205  |    -     | 0.00189  |0.03994  |    -     | 0.03977  |
| 892  | 0.00210  |    -     | 0.00190  |0.03968  |    -     | 0.03972  |
| 893  | 0.00207  |    -     | 0.00189  |0.03958  |    -     | 0.03909  |
| 894  | 0.00206  |    -     | 0.00187  |0.04003  |    -     | 0.04024  |
| 895  | 0.00210  |    -     | 0.00189  |0.03916  |    -     | 0.03430  |
| 896  | 0.00208  |    -     | 0.00209  |0.03968  |    -     | 0.03795  |
| 897  | 0.00202  |    -     | 0.00189  |0.03951  |    -     | 0.04004  |
| 898  | 0.00199  |    -     | 0.00189  |0.04002  |    -     | 0.04012  |
| 899  | 0.00211  |    -     | 0.00192  |0.03995  |    -     | 0.04017  |
| 900  | 0.00203  |    -     | 0.00188  |0.04002  |    -     | 0.03980  |
